Date,Open,High,Low,Close,Adj Close,Volume
2001-07-17,10.149999618530273,10.149999618530273,10.128000259399414,10.128000259399414,8.348408699035645,1500
2001-07-18,9.746000289916992,9.746000289916992,9.685999870300293,9.685999870300293,7.98407506942749,1000
2001-07-19,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,7.871972560882568,500
2001-07-20,9.369999885559082,9.423999786376953,9.369999885559082,9.423999786376953,7.7681074142456055,250500
2001-07-23,9.423999786376953,9.423999786376953,9.423999786376953,9.423999786376953,7.7681074142456055,0
2001-07-24,9.223999977111816,9.3100004196167,9.223999977111816,9.3100004196167,7.6741414070129395,250000
2001-07-25,9.37600040435791,9.37600040435791,9.37600040435791,9.37600040435791,7.72854471206665,25000
2001-07-26,9.539999961853027,9.75,9.539999961853027,9.75,8.036827087402344,500000
2001-07-27,9.779999732971191,9.899999618530273,9.779999732971191,9.880000114440918,8.143985748291016,152000
2001-07-30,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,7.979128837585449,1500
2001-07-31,9.73799991607666,9.859999656677246,9.73799991607666,9.859999656677246,8.1274995803833,26000
2001-08-01,9.930000305175781,9.989999771118164,9.779999732971191,9.779999732971191,8.061555862426758,103500
2001-08-02,10.069999694824219,10.07800006866455,9.9399995803833,9.9399995803833,8.193442344665527,257000
2001-08-03,9.9399995803833,9.9399995803833,9.800000190734863,9.800000190734863,8.078045845031738,2000
2001-08-06,9.699999809265137,9.710000038146973,9.680000305175781,9.680000305175781,7.979128837585449,5500
2001-08-07,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,7.979128837585449,0
2001-08-08,9.420000076293945,9.5,9.229999542236328,9.229999542236328,7.6081976890563965,625500
2001-08-09,9.039999961853027,9.140000343322754,9.039999961853027,9.140000343322754,7.534012317657471,3000
2001-08-10,9.01200008392334,9.01200008392334,8.6899995803833,8.859999656677246,7.30320930480957,11000
2001-08-13,8.859999656677246,8.859999656677246,8.859999656677246,8.859999656677246,7.30320930480957,0
2001-08-14,9.029999732971191,9.029999732971191,9.029999732971191,9.029999732971191,7.443337917327881,1000
2001-08-15,8.899999618530273,8.899999618530273,8.6899995803833,8.6899995803833,7.163081169128418,7500
2001-08-16,8.371999740600586,8.529999732971191,8.371999740600586,8.529999732971191,7.031194686889648,981000
2001-08-17,8.350000381469727,8.369999885559082,8.329999923706055,8.329999923706055,6.866336822509766,1500
2001-08-20,8.329999923706055,8.329999923706055,8.329999923706055,8.329999923706055,6.866336822509766,0
2001-08-21,8.449999809265137,8.449999809265137,8.050000190734863,8.050000190734863,6.63553524017334,505500
2001-08-22,8.020000457763672,8.020000457763672,8.017999649047852,8.020000457763672,6.610806941986084,3500
2001-08-23,8.350000381469727,8.350000381469727,8.069999694824219,8.069999694824219,6.652019500732422,5500
2001-08-24,8.069999694824219,8.069999694824219,8.069999694824219,8.069999694824219,6.652019500732422,0
2001-08-27,8.40999984741211,8.59000015258789,8.40999984741211,8.59000015258789,7.080650329589844,25500
2001-08-28,8.326000213623047,8.326000213623047,8.326000213623047,8.326000213623047,6.863039016723633,489500
2001-08-29,8.119999885559082,8.119999885559082,8.0600004196167,8.0600004196167,6.643777370452881,36500
2001-08-30,7.7220001220703125,7.73799991607666,7.7220001220703125,7.73799991607666,6.378355503082275,6500
2001-08-31,7.860000133514404,7.860000133514404,7.860000133514404,7.860000133514404,6.47891902923584,5000
2001-09-04,7.860000133514404,7.860000133514404,7.860000133514404,7.860000133514404,6.47891902923584,0
2001-09-05,7.552000045776367,7.552000045776367,7.449999809265137,7.449999809265137,6.140961170196533,6000
2001-09-06,7.340000152587891,7.340000152587891,7.1519999504089355,7.170000076293945,5.910160064697266,11500
2001-09-07,7.090000152587891,7.177999973297119,7.090000152587891,7.177999973297119,5.916754722595215,27500
2001-09-10,7.159999847412109,7.159999847412109,7.159999847412109,7.159999847412109,5.901916980743408,1000
2001-09-17,6.730000019073486,6.855999946594238,6.639999866485596,6.639999866485596,5.473286151885986,7000
